GPU 0: NVIDIA GB10
 SMs: 48, SharedMem: 100 KB, Blocks/SM: 24, Threads/SM: 1536, L2 size: 24 MB, Bus: 256-bit
Adding bootstrap precomputation to GPU for 32768 slots.
Plaintexts loaded: 248 ~ 4960MB
node=3470/7814 op=mul seconds=260.31 eta_seconds=325.876 bootstraps=172
node=3480/7814 op=mul seconds=261.705 eta_seconds=325.928 bootstraps=174
node=3490/7814 op=gather seconds=262.253 eta_seconds=324.923 bootstraps=174
node=3500/7814 op=addp seconds=262.339 eta_seconds=323.352 bootstraps=174
node=3510/7814 op=mulp seconds=264.62 eta_seconds=324.479 bootstraps=176
node=3520/7814 op=mul seconds=265.027 eta_seconds=323.303 bootstraps=176
node=3530/7814 op=mulp seconds=265.293 eta_seconds=321.959 bootstraps=176
node=3540/7814 op=mul seconds=265.665 eta_seconds=320.749 bootstraps=176
node=3550/7814 op=mul seconds=265.838 eta_seconds=319.305 bootstraps=176
node=3560/7814 op=scatter seconds=267.334 eta_seconds=319.449 bootstraps=178
node=3570/7814 op=repeat seconds=267.888 eta_seconds=318.464 bootstraps=178
node=3580/7814 op=sum seconds=268.239 eta_seconds=317.242 bootstraps=178
node=3590/7814 op=sum seconds=268.668 eta_seconds=316.115 bootstraps=178
node=3600/7814 op=cheb seconds=271.21 eta_seconds=317.466 bootstraps=182
node=3610/7814 op=repeat seconds=272.602 eta_seconds=317.457 bootstraps=184
node=3620/7814 op=gather seconds=273.141 eta_seconds=316.451 bootstraps=184
node=3630/7814 op=mulp seconds=273.237 eta_seconds=314.937 bootstraps=184
node=3640/7814 op=mul seconds=275.594 eta_seconds=316.024 bootstraps=186
node=3650/7814 op=repeat seconds=275.948 eta_seconds=314.808 bootstraps=186
node=3660/7814 op=scatter seconds=276.372 eta_seconds=313.674 bootstraps=186
node=3670/7814 op=mul seconds=277.998 eta_seconds=313.903 bootstraps=188
node=3680/7814 op=scatter seconds=278.373 eta_seconds=312.716 bootstraps=188
node=3690/7814 op=scatter seconds=278.583 eta_seconds=311.348 bootstraps=188
node=3700/7814 op=mul seconds=278.781 eta_seconds=309.974 bootstraps=188
node=3710/7814 op=mul seconds=279.032 eta_seconds=308.665 bootstraps=188
node=3720/7814 op=scatter seconds=280.468 eta_seconds=308.666 bootstraps=190
node=3730/7814 op=gather seconds=280.999 eta_seconds=307.668 bootstraps=190
node=3740/7814 op=cheb seconds=283.335 eta_seconds=308.638 bootstraps=194
node=3750/7814 op=gather seconds=283.942 eta_seconds=307.717 bootstraps=194
node=3760/7814 op=addp seconds=284.184 eta_seconds=306.405 bootstraps=194
node=3770/7814 op=mul seconds=286.27 eta_seconds=307.076 bootstraps=196
node=3780/7814 op=repeat seconds=286.734 eta_seconds=306.001 bootstraps=196
node=3790/7814 op=addp seconds=286.931 eta_seconds=304.647 bootstraps=196
node=3800/7814 op=gather seconds=287.179 eta_seconds=303.351 bootstraps=196
node=3810/7814 op=add seconds=287.408 eta_seconds=302.042 bootstraps=196
node=3820/7814 op=scatter seconds=289.03 eta_seconds=302.195 bootstraps=198
node=3830/7814 op=sum seconds=289.367 eta_seconds=301.002 bootstraps=198
node=3840/7814 op=add seconds=289.738 eta_seconds=299.848 bootstraps=198
node=3850/7814 op=mul seconds=290.236 eta_seconds=298.83 bootstraps=198
node=3860/7814 op=gather seconds=291.736 eta_seconds=298.84 bootstraps=200
node=3870/7814 op=addp seconds=293.07 eta_seconds=298.674 bootstraps=202
node=3880/7814 op=gather seconds=294.584 eta_seconds=298.683 bootstraps=204
node=3890/7814 op=sum seconds=294.843 eta_seconds=297.42 bootstraps=204
node=3900/7814 op=cheb seconds=296.885 eta_seconds=297.951 bootstraps=206
node=3910/7814 op=mul seconds=297.391 eta_seconds=296.935 bootstraps=206
node=3920/7814 op=gather seconds=297.629 eta_seconds=295.655 bootstraps=206
node=3930/7814 op=scatter seconds=297.844 eta_seconds=294.357 bootstraps=206
node=3940/7814 op=gather seconds=298.089 eta_seconds=293.096 bootstraps=206
node=3950/7814 op=add seconds=299.866 eta_seconds=293.337 bootstraps=208
node=3960/7814 op=mul seconds=300.149 eta_seconds=292.115 bootstraps=208
node=3970/7814 op=mul seconds=300.694 eta_seconds=291.15 bootstraps=208
node=3980/7814 op=add seconds=301.196 eta_seconds=290.147 bootstraps=208
node=3990/7814 op=linear_ref seconds=302.695 eta_seconds=290.101 bootstraps=210
node=4000/7814 op=mulp seconds=304.026 eta_seconds=289.889 bootstraps=212
node=4010/7814 op=gather seconds=305.543 eta_seconds=289.847 bootstraps=214
node=4020/7814 op=mul seconds=305.657 eta_seconds=288.473 bootstraps=214
node=4030/7814 op=repeat seconds=308.958 eta_seconds=290.098 bootstraps=216
node=4040/7814 op=mulp seconds=309.416 eta_seconds=289.044 bootstraps=216
node=4050/7814 op=gather seconds=309.882 eta_seconds=287.999 bootstraps=216
node=4060/7814 op=mul seconds=310.375 eta_seconds=286.982 bootstraps=216
node=4070/7814 op=scatter seconds=311.929 eta_seconds=286.944 bootstraps=218
node=4080/7814 op=mul seconds=312.155 eta_seconds=285.683 bootstraps=218
node=4090/7814 op=add seconds=312.416 eta_seconds=284.459 bootstraps=218
node=4100/7814 op=repeat seconds=312.915 eta_seconds=283.455 bootstraps=218
node=4110/7814 op=linear_ref seconds=313.417 eta_seconds=282.457 bootstraps=218
node=4120/7814 op=mulp seconds=314.493 eta_seconds=281.975 bootstraps=220
node=4130/7814 op=sum seconds=316.321 eta_seconds=282.162 bootstraps=222
node=4140/7814 op=gather seconds=317.842 eta_seconds=282.066 bootstraps=224
node=4150/7814 op=mulp seconds=317.982 eta_seconds=280.744 bootstraps=224
node=4160/7814 op=cheb seconds=319.97 eta_seconds=281.051 bootstraps=226
node=4170/7814 op=repeat seconds=320.612 eta_seconds=280.17 bootstraps=226
node=4180/7814 op=addp seconds=320.788 eta_seconds=278.886 bootstraps=226
node=4190/7814 op=addp seconds=321.539 eta_seconds=278.105 bootstraps=226
node=4200/7814 op=add seconds=322.796 eta_seconds=277.759 bootstraps=228
node=4210/7814 op=mul seconds=323.137 eta_seconds=276.624 bootstraps=228
node=4220/7814 op=mul seconds=323.408 eta_seconds=275.433 bootstraps=228
node=4230/7814 op=mul seconds=323.708 eta_seconds=274.272 bootstraps=228
node=4240/7814 op=mul seconds=323.924 eta_seconds=273.043 bootstraps=228
node=4250/7814 op=mul seconds=325.397 eta_seconds=272.874 bootstraps=230
node=4260/7814 op=scatter seconds=327.14 eta_seconds=272.924 bootstraps=232
node=4270/7814 op=gather seconds=328.676 eta_seconds=272.794 bootstraps=234
node=4280/7814 op=sum seconds=328.796 eta_seconds=271.487 bootstraps=234
node=4290/7814 op=cheb seconds=330.668 eta_seconds=271.625 bootstraps=236
node=4300/7814 op=cheb seconds=331.354 eta_seconds=270.786 bootstraps=236
node=4310/7814 op=repeat seconds=331.544 eta_seconds=269.543 bootstraps=236
node=4320/7814 op=add seconds=331.762 eta_seconds=268.328 bootstraps=236
node=4330/7814 op=mul seconds=332.146 eta_seconds=267.251 bootstraps=236
node=4340/7814 op=scatter seconds=333.714 eta_seconds=267.125 bootstraps=238
node=4350/7814 op=mul seconds=334.073 eta_seconds=266.029 bootstraps=238
node=4360/7814 op=sum seconds=334.38 eta_seconds=264.896 bootstraps=238
node=4370/7814 op=add seconds=334.597 eta_seconds=263.696 bootstraps=238
node=4380/7814 op=repeat seconds=336.067 eta_seconds=263.483 bootstraps=240
node=4390/7814 op=mul seconds=337.925 eta_seconds=263.566 bootstraps=242
client_token=279 logit_margin=2.90222
node=4400/7814 op=mul seconds=339.219 eta_seconds=263.203 bootstraps=244
node=4410/7814 op=gather seconds=340.547 eta_seconds=262.862 bootstraps=244
node=4420/7814 op=cheb seconds=341.963 eta_seconds=262.584 bootstraps=244
node=4430/7814 op=cheb seconds=342.789 eta_seconds=261.851 bootstraps=244
node=4440/7814 op=mul seconds=343.189 eta_seconds=260.793 bootstraps=244
node=4450/7814 op=repeat seconds=343.539 eta_seconds=259.7 bootstraps=244
node=4460/7814 op=add seconds=343.775 eta_seconds=258.525 bootstraps=244
node=4470/7814 op=mulp seconds=344.293 eta_seconds=257.565 bootstraps=244
node=4480/7814 op=mulp seconds=344.588 eta_seconds=256.441 bootstraps=244
node=4490/7814 op=cheb seconds=344.775 eta_seconds=255.241 bootstraps=244
node=4500/7814 op=add seconds=346.117 eta_seconds=254.896 bootstraps=246
node=4510/7814 op=repeat seconds=346.416 eta_seconds=253.783 bootstraps=246
node=4520/7814 op=linear_ref seconds=347.857 eta_seconds=253.504 bootstraps=248
node=4530/7814 op=mulp seconds=348.091 eta_seconds=252.347 bootstraps=248
node=4540/7814 op=sum seconds=349.796 eta_seconds=252.254 bootstraps=250
node=4550/7814 op=gather seconds=351.249 eta_seconds=251.973 bootstraps=252
node=4560/7814 op=addp seconds=351.307 eta_seconds=250.691 bootstraps=252
node=4570/7814 op=cheb seconds=353.354 eta_seconds=250.827 bootstraps=254
node=4580/7814 op=repeat seconds=353.969 eta_seconds=249.943 bootstraps=254
node=4590/7814 op=addp seconds=354.185 eta_seconds=248.778 bootstraps=254
node=4600/7814 op=gather seconds=354.469 eta_seconds=247.666 bootstraps=254
node=4610/7814 op=add seconds=354.744 eta_seconds=246.551 bootstraps=254
node=4620/7814 op=add seconds=356.339 eta_seconds=246.352 bootstraps=256
node=4630/7814 op=mul seconds=356.703 eta_seconds=245.301 bootstraps=256
node=4640/7814 op=sum seconds=357.083 eta_seconds=244.263 bootstraps=256
node=4650/7814 op=add seconds=357.447 eta_seconds=243.218 bootstraps=256
node=4660/7814 op=mul seconds=358.789 eta_seconds=242.837 bootstraps=258
node=4670/7814 op=gather seconds=359.424 eta_seconds=241.977 bootstraps=258
node=4680/7814 op=addp seconds=360.852 eta_seconds=241.647 bootstraps=260
node=4690/7814 op=gather seconds=362.377 eta_seconds=241.379 bootstraps=262
node=4700/7814 op=mul seconds=362.482 eta_seconds=240.163 bootstraps=262
node=4710/7814 op=repeat seconds=365.127 eta_seconds=240.627 bootstraps=264
node=4720/7814 op=cheb seconds=365.516 eta_seconds=239.599 bootstraps=264
node=4730/7814 op=mul seconds=365.807 eta_seconds=238.509 bootstraps=264
node=4740/7814 op=gather seconds=366.172 eta_seconds=237.471 bootstraps=264
node=4750/7814 op=mulp seconds=366.338 eta_seconds=236.307 bootstraps=264
node=4760/7814 op=add seconds=367.959 eta_seconds=236.081 bootstraps=266
node=4770/7814 op=add seconds=368.234 eta_seconds=234.99 bootstraps=266
node=4780/7814 op=repeat seconds=368.717 eta_seconds=234.035 bootstraps=266
node=4790/7814 op=sum seconds=369.089 eta_seconds=233.012 bootstraps=266
node=4800/7814 op=sum seconds=370.367 eta_seconds=232.56 bootstraps=268
node=4810/7814 op=cheb seconds=371.888 eta_seconds=232.256 bootstraps=270
node=4820/7814 op=repeat seconds=373.279 eta_seconds=231.867 bootstraps=272
node=4830/7814 op=gather seconds=373.702 eta_seconds=230.875 bootstraps=272
node=4840/7814 op=addp seconds=373.754 eta_seconds=229.658 bootstraps=272
node=4850/7814 op=mul seconds=376.065 eta_seconds=229.826 bootstraps=274
node=4860/7814 op=repeat seconds=376.428 eta_seconds=228.8 bootstraps=274
node=4870/7814 op=mul seconds=376.698 eta_seconds=227.72 bootstraps=274
node=4880/7814 op=mul seconds=377.078 eta_seconds=226.71 bootstraps=274
node=4890/7814 op=addp seconds=377.257 eta_seconds=225.583 bootstraps=274
node=4900/7814 op=scatter seconds=378.67 eta_seconds=225.193 bootstraps=276
node=4910/7814 op=sum seconds=379.138 eta_seconds=224.24 bootstraps=276
node=4920/7814 op=add seconds=379.394 eta_seconds=223.164 bootstraps=276
node=4930/7814 op=repeat seconds=379.691 eta_seconds=222.115 bootstraps=276
node=4940/7814 op=addp seconds=381.022 eta_seconds=221.671 bootstraps=278
node=4950/7814 op=linear_ref seconds=383.726 eta_seconds=222.019 bootstraps=282
node=4960/7814 op=mulp seconds=384.75 eta_seconds=221.386 bootstraps=284
node=4970/7814 op=addp seconds=385.172 eta_seconds=220.408 bootstraps=284
node=4980/7814 op=cheb seconds=386.599 eta_seconds=220.004 bootstraps=286
node=4990/7814 op=cheb seconds=388.019 eta_seconds=219.592 bootstraps=286
node=5000/7814 op=repeat seconds=388.451 eta_seconds=218.62 bootstraps=286
node=5010/7814 op=gather seconds=388.927 eta_seconds=217.675 bootstraps=286
node=5020/7814 op=cheb seconds=389.327 eta_seconds=216.689 bootstraps=286
node=5030/7814 op=scatter seconds=391.062 eta_seconds=216.445 bootstraps=288
node=5040/7814 op=scatter seconds=391.327 eta_seconds=215.385 bootstraps=288
node=5050/7814 op=repeat seconds=391.624 eta_seconds=214.346 bootstraps=288
node=5060/7814 op=sum seconds=391.96 eta_seconds=213.332 bootstraps=288
node=5070/7814 op=add seconds=392.316 eta_seconds=212.33 bootstraps=288
node=5080/7814 op=repeat seconds=393.62 eta_seconds=211.842 bootstraps=290
node=5090/7814 op=mul seconds=395.397 eta_seconds=211.604 bootstraps=292
node=5100/7814 op=gather seconds=396.921 eta_seconds=211.224 bootstraps=294
node=5110/7814 op=mul seconds=397.031 eta_seconds=210.092 bootstraps=294
node=5120/7814 op=mul seconds=398.869 eta_seconds=209.874 bootstraps=296
node=5130/7814 op=cheb seconds=399.457 eta_seconds=208.994 bootstraps=296
node=5140/7814 op=addp seconds=399.798 eta_seconds=207.988 bootstraps=296
node=5150/7814 op=mul seconds=400.037 eta_seconds=206.932 bootstraps=296
node=5160/7814 op=mul seconds=400.405 eta_seconds=205.945 bootstraps=296
node=5170/7814 op=mul seconds=400.586 eta_seconds=204.865 bootstraps=296
node=5180/7814 op=scatter seconds=402.212 eta_seconds=204.523 bootstraps=298
node=5190/7814 op=add seconds=402.675 eta_seconds=203.588 bootstraps=298
node=5200/7814 op=repeat seconds=403.124 eta_seconds=202.647 bootstraps=298
node=5210/7814 op=linear_ref seconds=403.653 eta_seconds=201.749 bootstraps=298
node=5220/7814 op=mulp seconds=404.703 eta_seconds=201.111 bootstraps=300
node=5230/7814 op=sum seconds=406.601 eta_seconds=200.89 bootstraps=302
node=5240/7814 op=gather seconds=408.114 eta_seconds=200.474 bootstraps=304
node=5250/7814 op=mulp seconds=408.23 eta_seconds=199.372 bootstraps=304
node=5260/7814 op=cheb seconds=410.208 eta_seconds=199.177 bootstraps=306
node=5270/7814 op=repeat seconds=410.853 eta_seconds=198.332 bootstraps=306
node=5280/7814 op=addp seconds=411.028 eta_seconds=197.262 bootstraps=306
node=5290/7814 op=addp seconds=411.774 eta_seconds=196.469 bootstraps=306
node=5300/7814 op=add seconds=413.035 eta_seconds=195.919 bootstraps=308
node=5310/7814 op=mul seconds=413.378 eta_seconds=194.934 bootstraps=308
node=5320/7814 op=mul seconds=413.647 eta_seconds=193.916 bootstraps=308
node=5330/7814 op=sum seconds=413.952 eta_seconds=192.919 bootstraps=308
node=5340/7814 op=add seconds=414.169 eta_seconds=191.883 bootstraps=308
node=5350/7814 op=mul seconds=415.64 eta_seconds=191.427 bootstraps=310
node=5360/7814 op=gather seconds=416.163 eta_seconds=190.534 bootstraps=310
node=5370/7814 op=addp seconds=417.586 eta_seconds=190.052 bootstraps=312
node=5380/7814 op=gather seconds=419.093 eta_seconds=189.604 bootstraps=314
node=5390/7814 op=mulp seconds=419.345 eta_seconds=188.589 bootstraps=314
node=5400/7814 op=cheb seconds=421.437 eta_seconds=188.398 bootstraps=316
node=5410/7814 op=cheb seconds=421.881 eta_seconds=187.468 bootstraps=316
node=5420/7814 op=repeat seconds=422.097 eta_seconds=186.439 bootstraps=316
node=5430/7814 op=add seconds=422.278 eta_seconds=185.398 bootstraps=316
node=5440/7814 op=mul seconds=422.577 eta_seconds=184.411 bootstraps=316
node=5450/7814 op=add seconds=424.142 eta_seconds=183.976 bootstraps=318
node=5460/7814 op=add seconds=424.429 eta_seconds=182.986 bootstraps=318
node=5470/7814 op=repeat seconds=424.949 eta_seconds=182.099 bootstraps=318
node=5480/7814 op=sum seconds=425.3 eta_seconds=181.14 bootstraps=318
node=5490/7814 op=sum seconds=425.703 eta_seconds=180.207 bootstraps=318
node=5500/7814 op=cheb seconds=428.198 eta_seconds=180.155 bootstraps=322
node=5510/7814 op=repeat seconds=429.494 eta_seconds=179.592 bootstraps=324
node=5520/7814 op=gather seconds=430.06 eta_seconds=178.724 bootstraps=324
node=5530/7814 op=addp seconds=430.305 eta_seconds=177.724 bootstraps=324
node=5540/7814 op=repeat seconds=432.52 eta_seconds=177.536 bootstraps=326
node=5550/7814 op=cheb seconds=432.932 eta_seconds=176.605 bootstraps=326
node=5560/7814 op=mul seconds=433.169 eta_seconds=175.605 bootstraps=326
node=5570/7814 op=gather seconds=433.468 eta_seconds=174.632 bootstraps=326
node=5580/7814 op=mul seconds=433.61 eta_seconds=173.6 bootstraps=326
node=5590/7814 op=scatter seconds=435.49 eta_seconds=173.261 bootstraps=328
node=5600/7814 op=sum seconds=435.732 eta_seconds=172.27 bootstraps=328
node=5610/7814 op=add seconds=436.118 eta_seconds=171.337 bootstraps=328
node=5620/7814 op=repeat seconds=436.6 eta_seconds=170.445 bootstraps=328
node=5630/7814 op=addp seconds=437.737 eta_seconds=169.808 bootstraps=330
node=5640/7814 op=linear_ref seconds=439.753 eta_seconds=169.508 bootstraps=332
node=5650/7814 op=mulp seconds=440.808 eta_seconds=168.833 bootstraps=334
node=5660/7814 op=addp seconds=441.354 eta_seconds=167.964 bootstraps=334
node=5670/7814 op=cheb seconds=442.797 eta_seconds=167.435 bootstraps=336
node=5680/7814 op=cheb seconds=444.882 eta_seconds=167.144 bootstraps=336
node=5690/7814 op=repeat seconds=445.385 eta_seconds=166.256 bootstraps=336
node=5700/7814 op=gather seconds=446.02 eta_seconds=165.419 bootstraps=336
node=5710/7814 op=mulp seconds=447.523 eta_seconds=164.902 bootstraps=338
node=5720/7814 op=mul seconds=447.866 eta_seconds=163.956 bootstraps=338
node=5730/7814 op=scatter seconds=448.132 eta_seconds=162.986 bootstraps=338
node=5740/7814 op=repeat seconds=448.397 eta_seconds=162.017 bootstraps=338
node=5750/7814 op=sum seconds=448.74 eta_seconds=161.078 bootstraps=338
node=5760/7814 op=add seconds=449.118 eta_seconds=160.154 bootstraps=338
node=5770/7814 op=repeat seconds=450.412 eta_seconds=159.557 bootstraps=340
node=5780/7814 op=mul seconds=452.194 eta_seconds=159.129 bootstraps=342
node=5790/7814 op=gather seconds=453.721 eta_seconds=158.607 bootstraps=344
node=5800/7814 op=mul seconds=453.834 eta_seconds=157.59 bootstraps=344
node=5810/7814 op=mul seconds=455.675 eta_seconds=157.173 bootstraps=346
node=5820/7814 op=cheb seconds=456.327 eta_seconds=156.343 bootstraps=346
node=5830/7814 op=addp seconds=456.658 eta_seconds=155.405 bootstraps=346
node=5840/7814 op=scatter seconds=457.432 eta_seconds=154.618 bootstraps=346
node=5850/7814 op=mul seconds=458.688 eta_seconds=153.994 bootstraps=348
node=5860/7814 op=mulp seconds=459.029 eta_seconds=153.062 bootstraps=348
node=5870/7814 op=mul seconds=459.295 eta_seconds=152.107 bootstraps=348
node=5880/7814 op=add seconds=459.522 eta_seconds=151.142 bootstraps=348
node=5890/7814 op=repeat seconds=459.819 eta_seconds=150.202 bootstraps=348
node=5900/7814 op=linear_ref seconds=461.295 eta_seconds=149.647 bootstraps=350
node=5910/7814 op=mulp seconds=461.48 eta_seconds=148.673 bootstraps=350
node=5920/7814 op=sum seconds=463.241 eta_seconds=148.206 bootstraps=352
node=5930/7814 op=gather seconds=464.763 eta_seconds=147.658 bootstraps=354
node=5940/7814 op=mulp seconds=464.878 eta_seconds=146.664 bootstraps=354
node=5950/7814 op=cheb seconds=466.862 eta_seconds=146.257 bootstraps=356
node=5960/7814 op=repeat seconds=467.446 eta_seconds=145.41 bootstraps=356
node=5970/7814 op=addp seconds=467.619 eta_seconds=144.437 bootstraps=356
node=5980/7814 op=gather seconds=467.919 eta_seconds=143.506 bootstraps=356
node=5990/7814 op=add seconds=468.217 eta_seconds=142.576 bootstraps=356
node=6000/7814 op=add seconds=469.788 eta_seconds=142.033 bootstraps=358
node=6010/7814 op=mul seconds=470.155 eta_seconds=141.125 bootstraps=358
node=6020/7814 op=sum seconds=470.458 eta_seconds=140.2 bootstraps=358
node=6030/7814 op=add seconds=470.672 eta_seconds=139.25 bootstraps=358
node=6040/7814 op=mul seconds=472.151 eta_seconds=138.675 bootstraps=360
node=6050/7814 op=gather seconds=472.68 eta_seconds=137.819 bootstraps=360
node=6060/7814 op=addp seconds=474.203 eta_seconds=137.253 bootstraps=362
client_token=1614 logit_margin=0.201377
node=6070/7814 op=addp seconds=475.605 eta_seconds=136.648 bootstraps=364
node=6080/7814 op=gather seconds=476.901 eta_seconds=136.011 bootstraps=364
node=6090/7814 op=cheb seconds=478.716 eta_seconds=135.518 bootstraps=364
node=6100/7814 op=mulp seconds=479.191 eta_seconds=134.645 bootstraps=364
node=6110/7814 op=cheb seconds=479.719 eta_seconds=133.787 bootstraps=364
node=6120/7814 op=mul seconds=480.029 eta_seconds=132.871 bootstraps=364
node=6130/7814 op=gather seconds=480.25 eta_seconds=131.932 bootstraps=364
node=6140/7814 op=add seconds=480.553 eta_seconds=131.017 bootstraps=364
node=6150/7814 op=mul seconds=480.861 eta_seconds=130.106 bootstraps=364
node=6160/7814 op=scatter seconds=482.196 eta_seconds=129.473 bootstraps=366
node=6170/7814 op=mul seconds=482.5 eta_seconds=128.562 bootstraps=366
node=6180/7814 op=mul seconds=482.715 eta_seconds=127.631 bootstraps=366
node=6190/7814 op=mul seconds=483.007 eta_seconds=126.721 bootstraps=366
node=6200/7814 op=cheb seconds=484.5 eta_seconds=126.126 bootstraps=368
node=6210/7814 op=add seconds=486.207 eta_seconds=125.584 bootstraps=370
node=6220/7814 op=linear_ref seconds=487.669 eta_seconds=124.975 bootstraps=372
node=6230/7814 op=mul seconds=487.722 eta_seconds=124.005 bootstraps=372
node=6240/7814 op=cheb seconds=489.61 eta_seconds=123.501 bootstraps=374
node=6250/7814 op=cheb seconds=490.145 eta_seconds=122.654 bootstraps=374
node=6260/7814 op=repeat seconds=490.58 eta_seconds=121.783 bootstraps=374
node=6270/7814 op=mul seconds=490.807 eta_seconds=120.862 bootstraps=374
node=6280/7814 op=add seconds=491.162 eta_seconds=119.975 bootstraps=374
node=6290/7814 op=cheb seconds=491.467 eta_seconds=119.077 bootstraps=374
node=6300/7814 op=add seconds=493.116 eta_seconds=118.504 bootstraps=376
node=6310/7814 op=repeat seconds=493.428 eta_seconds=117.609 bootstraps=376
node=6320/7814 op=sum seconds=493.776 eta_seconds=116.725 bootstraps=376
node=6330/7814 op=add seconds=494.136 eta_seconds=115.845 bootstraps=376
node=6340/7814 op=mul seconds=495.441 eta_seconds=115.186 bootstraps=378
node=6350/7814 op=gather seconds=496.068 eta_seconds=114.369 bootstraps=378
node=6360/7814 op=addp seconds=497.489 eta_seconds=113.734 bootstraps=380
node=6370/7814 op=gather seconds=499.013 eta_seconds=113.12 bootstraps=382
node=6380/7814 op=mul seconds=499.118 eta_seconds=112.184 bootstraps=382
node=6390/7814 op=repeat seconds=501.717 eta_seconds=111.807 bootstraps=384
node=6400/7814 op=cheb seconds=502.107 eta_seconds=110.934 bootstraps=384
node=6410/7814 op=mul seconds=502.399 eta_seconds=110.042 bootstraps=384
node=6420/7814 op=gather seconds=502.767 eta_seconds=109.168 bootstraps=384
node=6430/7814 op=mulp seconds=502.934 eta_seconds=108.252 bootstraps=384
node=6440/7814 op=add seconds=504.553 eta_seconds=107.648 bootstraps=386
node=6450/7814 op=mul seconds=504.833 eta_seconds=106.758 bootstraps=386
node=6460/7814 op=mul seconds=505.252 eta_seconds=105.9 bootstraps=386
node=6470/7814 op=mul seconds=505.586 eta_seconds=105.024 bootstraps=386
node=6480/7814 op=mul seconds=506.085 eta_seconds=104.185 bootstraps=386
node=6490/7814 op=cheb seconds=507.305 eta_seconds=103.493 bootstraps=388
node=6500/7814 op=add seconds=509.073 eta_seconds=102.911 bootstraps=390
node=6510/7814 op=linear_ref seconds=510.471 eta_seconds=102.251 bootstraps=392
node=6520/7814 op=mul seconds=510.521 eta_seconds=101.321 bootstraps=392
node=6530/7814 op=cheb seconds=512.419 eta_seconds=100.757 bootstraps=394
node=6540/7814 op=cheb seconds=512.942 eta_seconds=99.9218 bootstraps=394
node=6550/7814 op=repeat seconds=513.27 eta_seconds=99.0493 bootstraps=394
node=6560/7814 op=mul seconds=513.515 eta_seconds=98.1627 bootstraps=394
node=6570/7814 op=add seconds=513.897 eta_seconds=97.304 bootstraps=394
node=6580/7814 op=mul seconds=514.083 eta_seconds=96.4102 bootstraps=394
node=6590/7814 op=scatter seconds=515.614 eta_seconds=95.7681 bootstraps=396
node=6600/7814 op=repeat seconds=516.092 eta_seconds=94.9296 bootstraps=396
node=6610/7814 op=sum seconds=516.331 eta_seconds=94.0488 bootstraps=396
node=6620/7814 op=add seconds=516.546 eta_seconds=93.1655 bootstraps=396
node=6630/7814 op=mul seconds=517.979 eta_seconds=92.5019 bootstraps=398
node=6640/7814 op=gather seconds=519.38 eta_seconds=91.8301 bootstraps=400
node=6650/7814 op=addp seconds=520.759 eta_seconds=91.1524 bootstraps=402
node=6660/7814 op=gather seconds=522.154 eta_seconds=90.4754 bootstraps=404
node=6670/7814 op=sum seconds=522.217 eta_seconds=89.5676 bootstraps=404
node=6680/7814 op=repeat seconds=524.953 eta_seconds=89.1162 bootstraps=406
node=6690/7814 op=cheb seconds=525.399 eta_seconds=88.2734 bootstraps=406
node=6700/7814 op=mul seconds=525.676 eta_seconds=87.4034 bootstraps=406
node=6710/7814 op=mulp seconds=526.19 eta_seconds=86.5744 bootstraps=406
node=6720/7814 op=add seconds=527.701 eta_seconds=85.9085 bootstraps=408
node=6730/7814 op=add seconds=528.039 eta_seconds=85.0511 bootstraps=408
node=6740/7814 op=mul seconds=528.312 eta_seconds=84.185 bootstraps=408
node=6750/7814 op=mul seconds=528.705 eta_seconds=83.3396 bootstraps=408
node=6760/7814 op=mul seconds=529.058 eta_seconds=82.4892 bootstraps=408
node=6770/7814 op=mul seconds=529.523 eta_seconds=81.6576 bootstraps=408
node=6780/7814 op=cheb seconds=530.736 eta_seconds=80.9411 bootstraps=410
node=6790/7814 op=add seconds=532.561 eta_seconds=80.3156 bootstraps=412
node=6800/7814 op=linear_ref seconds=534.09 eta_seconds=79.6423 bootstraps=414
node=6810/7814 op=cheb seconds=534.201 eta_seconds=78.7573 bootstraps=414
node=6820/7814 op=cheb seconds=536.027 eta_seconds=78.1247 bootstraps=416
node=6830/7814 op=cheb seconds=536.581 eta_seconds=77.3054 bootstraps=416
node=6840/7814 op=repeat seconds=536.951 eta_seconds=76.4606 bootstraps=416
node=6850/7814 op=mul seconds=537.194 eta_seconds=75.5993 bootstraps=416
node=6860/7814 op=add seconds=537.561 eta_seconds=74.757 bootstraps=416
node=6870/7814 op=mul seconds=537.742 eta_seconds=73.8905 bootstraps=416
node=6880/7814 op=scatter seconds=539.318 eta_seconds=73.2155 bootstraps=418
node=6890/7814 op=repeat seconds=539.871 eta_seconds=72.4006 bootstraps=418
node=6900/7814 op=sum seconds=540.221 eta_seconds=71.5598 bootstraps=418
node=6910/7814 op=add seconds=540.554 eta_seconds=70.718 bootstraps=418
node=6920/7814 op=mul seconds=541.085 eta_seconds=69.9031 bootstraps=418
node=6930/7814 op=gather seconds=542.606 eta_seconds=69.2156 bootstraps=420
node=6940/7814 op=addp seconds=544.038 eta_seconds=68.5143 bootstraps=422
node=6950/7814 op=gather seconds=545.568 eta_seconds=67.8232 bootstraps=424
node=6960/7814 op=mul seconds=545.672 eta_seconds=66.9546 bootstraps=424
