GPU 0: NVIDIA GB10
 SMs: 48, SharedMem: 100 KB, Blocks/SM: 24, Threads/SM: 1536, L2 size: 24 MB, Bus: 256-bit
Adding bootstrap precomputation to GPU for 32768 slots.
Plaintexts loaded: 248 ~ 4960MB
node=3480/7814 op=mul seconds=262.178 eta_seconds=326.517 bootstraps=174
node=3490/7814 op=gather seconds=262.727 eta_seconds=325.51 bootstraps=174
node=3500/7814 op=addp seconds=262.815 eta_seconds=323.938 bootstraps=174
node=3510/7814 op=mulp seconds=265.089 eta_seconds=325.055 bootstraps=176
node=3520/7814 op=mul seconds=265.501 eta_seconds=323.881 bootstraps=176
node=3530/7814 op=mulp seconds=265.766 eta_seconds=322.533 bootstraps=176
node=3540/7814 op=mul seconds=266.137 eta_seconds=321.319 bootstraps=176
node=3550/7814 op=mul seconds=266.311 eta_seconds=319.873 bootstraps=176
node=3560/7814 op=scatter seconds=267.8 eta_seconds=320.006 bootstraps=178
node=3570/7814 op=repeat seconds=268.359 eta_seconds=319.024 bootstraps=178
node=3580/7814 op=sum seconds=268.71 eta_seconds=317.799 bootstraps=178
node=3590/7814 op=sum seconds=269.145 eta_seconds=316.676 bootstraps=178
node=3600/7814 op=cheb seconds=271.682 eta_seconds=318.019 bootstraps=182
node=3610/7814 op=repeat seconds=273.078 eta_seconds=318.011 bootstraps=184
node=3620/7814 op=gather seconds=273.618 eta_seconds=317.004 bootstraps=184
node=3630/7814 op=mulp seconds=273.716 eta_seconds=315.49 bootstraps=184
node=3640/7814 op=mul seconds=276.069 eta_seconds=316.57 bootstraps=186
node=3650/7814 op=repeat seconds=276.423 eta_seconds=315.35 bootstraps=186
node=3660/7814 op=scatter seconds=276.847 eta_seconds=314.213 bootstraps=186
node=3670/7814 op=mul seconds=278.472 eta_seconds=314.438 bootstraps=188
node=3680/7814 op=scatter seconds=278.849 eta_seconds=313.25 bootstraps=188
node=3690/7814 op=scatter seconds=279.066 eta_seconds=311.889 bootstraps=188
node=3700/7814 op=mul seconds=279.268 eta_seconds=310.516 bootstraps=188
node=3710/7814 op=mul seconds=279.522 eta_seconds=309.207 bootstraps=188
node=3720/7814 op=scatter seconds=280.956 eta_seconds=309.203 bootstraps=190
node=3730/7814 op=gather seconds=281.486 eta_seconds=308.2 bootstraps=190
node=3740/7814 op=cheb seconds=283.815 eta_seconds=309.161 bootstraps=194
node=3750/7814 op=gather seconds=284.421 eta_seconds=308.236 bootstraps=194
node=3760/7814 op=addp seconds=284.668 eta_seconds=306.926 bootstraps=194
node=3770/7814 op=mul seconds=286.749 eta_seconds=307.589 bootstraps=196
node=3780/7814 op=repeat seconds=287.209 eta_seconds=306.509 bootstraps=196
node=3790/7814 op=addp seconds=287.407 eta_seconds=305.152 bootstraps=196
node=3800/7814 op=gather seconds=287.656 eta_seconds=303.856 bootstraps=196
node=3810/7814 op=add seconds=287.889 eta_seconds=302.548 bootstraps=196
node=3820/7814 op=scatter seconds=289.506 eta_seconds=302.693 bootstraps=198
node=3830/7814 op=sum seconds=289.845 eta_seconds=301.499 bootstraps=198
node=3840/7814 op=add seconds=290.217 eta_seconds=300.344 bootstraps=198
node=3850/7814 op=mul seconds=290.72 eta_seconds=299.328 bootstraps=198
node=3860/7814 op=gather seconds=292.215 eta_seconds=299.331 bootstraps=200
node=3870/7814 op=addp seconds=293.553 eta_seconds=299.166 bootstraps=202
node=3880/7814 op=gather seconds=295.055 eta_seconds=299.162 bootstraps=204
node=3890/7814 op=sum seconds=295.319 eta_seconds=297.9 bootstraps=204
node=3900/7814 op=cheb seconds=297.378 eta_seconds=298.446 bootstraps=206
node=3910/7814 op=mul seconds=297.888 eta_seconds=297.431 bootstraps=206
node=3920/7814 op=gather seconds=298.129 eta_seconds=296.151 bootstraps=206
node=3930/7814 op=scatter seconds=298.349 eta_seconds=294.857 bootstraps=206
node=3940/7814 op=gather seconds=298.6 eta_seconds=293.598 bootstraps=206
node=3950/7814 op=add seconds=300.381 eta_seconds=293.841 bootstraps=208
node=3960/7814 op=mul seconds=300.661 eta_seconds=292.613 bootstraps=208
node=3970/7814 op=mul seconds=301.212 eta_seconds=291.652 bootstraps=208
node=3980/7814 op=add seconds=301.716 eta_seconds=290.648 bootstraps=208
node=3990/7814 op=linear_ref seconds=303.223 eta_seconds=290.608 bootstraps=210
node=4000/7814 op=mulp seconds=304.555 eta_seconds=290.393 bootstraps=212
node=4010/7814 op=gather seconds=306.079 eta_seconds=290.355 bootstraps=214
node=4020/7814 op=mul seconds=306.157 eta_seconds=288.945 bootstraps=214
node=4030/7814 op=repeat seconds=309.461 eta_seconds=290.57 bootstraps=216
node=4040/7814 op=mulp seconds=309.922 eta_seconds=289.516 bootstraps=216
node=4050/7814 op=gather seconds=310.393 eta_seconds=288.474 bootstraps=216
node=4060/7814 op=mul seconds=310.891 eta_seconds=287.46 bootstraps=216
node=4070/7814 op=scatter seconds=312.441 eta_seconds=287.415 bootstraps=218
node=4080/7814 op=mul seconds=312.669 eta_seconds=286.153 bootstraps=218
node=4090/7814 op=add seconds=312.93 eta_seconds=284.927 bootstraps=218
node=4100/7814 op=repeat seconds=313.431 eta_seconds=283.922 bootstraps=218
node=4110/7814 op=linear_ref seconds=313.937 eta_seconds=282.925 bootstraps=218
node=4120/7814 op=mulp seconds=315.005 eta_seconds=282.434 bootstraps=220
node=4130/7814 op=sum seconds=316.831 eta_seconds=282.616 bootstraps=222
node=4140/7814 op=gather seconds=318.349 eta_seconds=282.515 bootstraps=224
node=4150/7814 op=mulp seconds=318.462 eta_seconds=281.168 bootstraps=224
node=4160/7814 op=cheb seconds=320.441 eta_seconds=281.464 bootstraps=226
node=4170/7814 op=repeat seconds=321.082 eta_seconds=280.581 bootstraps=226
node=4180/7814 op=addp seconds=321.256 eta_seconds=279.293 bootstraps=226
node=4190/7814 op=addp seconds=322.008 eta_seconds=278.51 bootstraps=226
node=4200/7814 op=add seconds=323.262 eta_seconds=278.16 bootstraps=228
node=4210/7814 op=mul seconds=323.608 eta_seconds=277.027 bootstraps=228
node=4220/7814 op=mul seconds=323.877 eta_seconds=275.833 bootstraps=228
node=4230/7814 op=mul seconds=324.18 eta_seconds=274.672 bootstraps=228
node=4240/7814 op=mul seconds=324.395 eta_seconds=273.441 bootstraps=228
node=4250/7814 op=mul seconds=325.864 eta_seconds=273.265 bootstraps=230
node=4260/7814 op=scatter seconds=327.608 eta_seconds=273.314 bootstraps=232
node=4270/7814 op=gather seconds=329.144 eta_seconds=273.182 bootstraps=234
node=4280/7814 op=sum seconds=329.263 eta_seconds=271.873 bootstraps=234
node=4290/7814 op=cheb seconds=331.122 eta_seconds=271.998 bootstraps=236
node=4300/7814 op=cheb seconds=331.806 eta_seconds=271.155 bootstraps=236
node=4310/7814 op=repeat seconds=331.998 eta_seconds=269.912 bootstraps=236
node=4320/7814 op=add seconds=332.218 eta_seconds=268.696 bootstraps=236
node=4330/7814 op=mul seconds=332.602 eta_seconds=267.618 bootstraps=236
node=4340/7814 op=scatter seconds=334.17 eta_seconds=267.49 bootstraps=238
node=4350/7814 op=mul seconds=334.529 eta_seconds=266.393 bootstraps=238
node=4360/7814 op=sum seconds=334.836 eta_seconds=265.258 bootstraps=238
node=4370/7814 op=add seconds=335.056 eta_seconds=264.058 bootstraps=238
node=4380/7814 op=repeat seconds=336.532 eta_seconds=263.847 bootstraps=240
node=4390/7814 op=mul seconds=338.385 eta_seconds=263.925 bootstraps=242
client_token=279 logit_margin=2.90222
node=4400/7814 op=mul seconds=339.686 eta_seconds=263.565 bootstraps=244
node=4410/7814 op=gather seconds=341.018 eta_seconds=263.226 bootstraps=244
node=4420/7814 op=cheb seconds=342.433 eta_seconds=262.945 bootstraps=244
node=4430/7814 op=cheb seconds=343.263 eta_seconds=262.213 bootstraps=244
node=4440/7814 op=mul seconds=343.666 eta_seconds=261.155 bootstraps=244
node=4450/7814 op=repeat seconds=344.014 eta_seconds=260.059 bootstraps=244
node=4460/7814 op=add seconds=344.252 eta_seconds=258.884 bootstraps=244
node=4470/7814 op=mulp seconds=344.77 eta_seconds=257.922 bootstraps=244
node=4480/7814 op=mulp seconds=345.067 eta_seconds=256.797 bootstraps=244
node=4490/7814 op=cheb seconds=345.256 eta_seconds=255.597 bootstraps=244
node=4500/7814 op=add seconds=346.603 eta_seconds=255.254 bootstraps=246
node=4510/7814 op=repeat seconds=346.902 eta_seconds=254.139 bootstraps=246
node=4520/7814 op=linear_ref seconds=348.345 eta_seconds=253.861 bootstraps=248
node=4530/7814 op=mulp seconds=348.582 eta_seconds=252.702 bootstraps=248
node=4540/7814 op=sum seconds=350.295 eta_seconds=252.614 bootstraps=250
node=4550/7814 op=gather seconds=351.745 eta_seconds=252.329 bootstraps=252
node=4560/7814 op=addp seconds=351.804 eta_seconds=251.046 bootstraps=252
node=4570/7814 op=cheb seconds=353.848 eta_seconds=251.178 bootstraps=254
node=4580/7814 op=repeat seconds=354.467 eta_seconds=250.294 bootstraps=254
node=4590/7814 op=addp seconds=354.683 eta_seconds=249.128 bootstraps=254
node=4600/7814 op=gather seconds=354.966 eta_seconds=248.013 bootstraps=254
node=4610/7814 op=add seconds=355.24 eta_seconds=246.896 bootstraps=254
node=4620/7814 op=add seconds=356.837 eta_seconds=246.696 bootstraps=256
node=4630/7814 op=mul seconds=357.206 eta_seconds=245.646 bootstraps=256
node=4640/7814 op=sum seconds=357.587 eta_seconds=244.608 bootstraps=256
node=4650/7814 op=add seconds=357.949 eta_seconds=243.559 bootstraps=256
node=4660/7814 op=mul seconds=359.294 eta_seconds=243.179 bootstraps=258
node=4670/7814 op=gather seconds=359.932 eta_seconds=242.318 bootstraps=258
node=4680/7814 op=addp seconds=361.356 eta_seconds=241.985 bootstraps=260
node=4690/7814 op=gather seconds=362.888 eta_seconds=241.719 bootstraps=262
node=4700/7814 op=mul seconds=362.994 eta_seconds=240.503 bootstraps=262
node=4710/7814 op=repeat seconds=365.637 eta_seconds=240.963 bootstraps=264
node=4720/7814 op=cheb seconds=366.027 eta_seconds=239.933 bootstraps=264
node=4730/7814 op=mul seconds=366.32 eta_seconds=238.844 bootstraps=264
node=4740/7814 op=gather seconds=366.689 eta_seconds=237.806 bootstraps=264
node=4750/7814 op=mulp seconds=366.856 eta_seconds=236.641 bootstraps=264
node=4760/7814 op=add seconds=368.476 eta_seconds=236.413 bootstraps=266
node=4770/7814 op=add seconds=368.751 eta_seconds=235.32 bootstraps=266
node=4780/7814 op=repeat seconds=369.237 eta_seconds=234.365 bootstraps=266
node=4790/7814 op=sum seconds=369.612 eta_seconds=233.341 bootstraps=266
node=4800/7814 op=sum seconds=370.881 eta_seconds=232.882 bootstraps=268
node=4810/7814 op=cheb seconds=372.397 eta_seconds=232.574 bootstraps=270
node=4820/7814 op=repeat seconds=373.788 eta_seconds=232.183 bootstraps=272
node=4830/7814 op=gather seconds=374.213 eta_seconds=231.191 bootstraps=272
node=4840/7814 op=addp seconds=374.262 eta_seconds=229.97 bootstraps=272
node=4850/7814 op=mul seconds=376.572 eta_seconds=230.136 bootstraps=274
node=4860/7814 op=repeat seconds=376.937 eta_seconds=229.109 bootstraps=274
node=4870/7814 op=mul seconds=377.209 eta_seconds=228.029 bootstraps=274
node=4880/7814 op=mul seconds=377.591 eta_seconds=227.019 bootstraps=274
node=4890/7814 op=addp seconds=377.77 eta_seconds=225.89 bootstraps=274
node=4900/7814 op=scatter seconds=379.188 eta_seconds=225.501 bootstraps=276
node=4910/7814 op=sum seconds=379.66 eta_seconds=224.549 bootstraps=276
node=4920/7814 op=add seconds=379.918 eta_seconds=223.472 bootstraps=276
node=4930/7814 op=repeat seconds=380.217 eta_seconds=222.423 bootstraps=276
node=4940/7814 op=addp seconds=381.541 eta_seconds=221.974 bootstraps=278
node=4950/7814 op=linear_ref seconds=384.245 eta_seconds=222.319 bootstraps=282
node=4960/7814 op=mulp seconds=385.264 eta_seconds=221.682 bootstraps=284
node=4970/7814 op=addp seconds=385.688 eta_seconds=220.703 bootstraps=284
node=4980/7814 op=cheb seconds=387.108 eta_seconds=220.294 bootstraps=286
node=4990/7814 op=cheb seconds=388.534 eta_seconds=219.884 bootstraps=286
node=5000/7814 op=repeat seconds=388.965 eta_seconds=218.91 bootstraps=286
node=5010/7814 op=gather seconds=389.444 eta_seconds=217.964 bootstraps=286
node=5020/7814 op=cheb seconds=389.846 eta_seconds=216.978 bootstraps=286
node=5030/7814 op=scatter seconds=391.571 eta_seconds=216.726 bootstraps=288
node=5040/7814 op=scatter seconds=391.838 eta_seconds=215.666 bootstraps=288
node=5050/7814 op=repeat seconds=392.137 eta_seconds=214.627 bootstraps=288
node=5060/7814 op=sum seconds=392.476 eta_seconds=213.613 bootstraps=288
node=5070/7814 op=add seconds=392.833 eta_seconds=212.61 bootstraps=288
node=5080/7814 op=repeat seconds=394.127 eta_seconds=212.115 bootstraps=290
node=5090/7814 op=mul seconds=395.909 eta_seconds=211.877 bootstraps=292
node=5100/7814 op=gather seconds=397.436 eta_seconds=211.498 bootstraps=294
node=5110/7814 op=mul seconds=397.545 eta_seconds=210.365 bootstraps=294
node=5120/7814 op=mul seconds=399.375 eta_seconds=210.14 bootstraps=296
node=5130/7814 op=cheb seconds=399.961 eta_seconds=209.258 bootstraps=296
node=5140/7814 op=addp seconds=400.301 eta_seconds=208.25 bootstraps=296
node=5150/7814 op=mul seconds=400.544 eta_seconds=207.194 bootstraps=296
node=5160/7814 op=mul seconds=400.913 eta_seconds=206.206 bootstraps=296
node=5170/7814 op=mul seconds=401.093 eta_seconds=205.124 bootstraps=296
node=5180/7814 op=scatter seconds=402.715 eta_seconds=204.778 bootstraps=298
node=5190/7814 op=add seconds=403.175 eta_seconds=203.84 bootstraps=298
node=5200/7814 op=repeat seconds=403.628 eta_seconds=202.901 bootstraps=298
node=5210/7814 op=linear_ref seconds=404.161 eta_seconds=202.003 bootstraps=298
node=5220/7814 op=mulp seconds=405.201 eta_seconds=201.359 bootstraps=300
node=5230/7814 op=sum seconds=407.099 eta_seconds=201.137 bootstraps=302
node=5240/7814 op=gather seconds=408.61 eta_seconds=200.718 bootstraps=304
node=5250/7814 op=mulp seconds=408.725 eta_seconds=199.613 bootstraps=304
node=5260/7814 op=cheb seconds=410.698 eta_seconds=199.415 bootstraps=306
node=5270/7814 op=repeat seconds=411.343 eta_seconds=198.568 bootstraps=306
node=5280/7814 op=addp seconds=411.516 eta_seconds=197.497 bootstraps=306
node=5290/7814 op=addp seconds=412.271 eta_seconds=196.705 bootstraps=306
node=5300/7814 op=add seconds=413.525 eta_seconds=196.151 bootstraps=308
node=5310/7814 op=mul seconds=413.868 eta_seconds=195.165 bootstraps=308
node=5320/7814 op=mul seconds=414.135 eta_seconds=194.145 bootstraps=308
node=5330/7814 op=sum seconds=414.441 eta_seconds=193.146 bootstraps=308
node=5340/7814 op=add seconds=414.657 eta_seconds=192.109 bootstraps=308
node=5350/7814 op=mul seconds=416.123 eta_seconds=191.65 bootstraps=310
node=5360/7814 op=gather seconds=416.651 eta_seconds=190.758 bootstraps=310
node=5370/7814 op=addp seconds=418.075 eta_seconds=190.275 bootstraps=312
node=5380/7814 op=gather seconds=419.596 eta_seconds=189.832 bootstraps=314
node=5390/7814 op=mulp seconds=419.849 eta_seconds=188.815 bootstraps=314
node=5400/7814 op=cheb seconds=421.945 eta_seconds=188.625 bootstraps=316
node=5410/7814 op=cheb seconds=422.389 eta_seconds=187.694 bootstraps=316
node=5420/7814 op=repeat seconds=422.608 eta_seconds=186.665 bootstraps=316
node=5430/7814 op=add seconds=422.791 eta_seconds=185.623 bootstraps=316
node=5440/7814 op=mul seconds=423.094 eta_seconds=184.637 bootstraps=316
node=5450/7814 op=add seconds=424.666 eta_seconds=184.204 bootstraps=318
node=5460/7814 op=add seconds=424.951 eta_seconds=183.212 bootstraps=318
node=5470/7814 op=repeat seconds=425.472 eta_seconds=182.323 bootstraps=318
node=5480/7814 op=sum seconds=425.821 eta_seconds=181.363 bootstraps=318
node=5490/7814 op=sum seconds=426.225 eta_seconds=180.427 bootstraps=318
node=5500/7814 op=cheb seconds=428.707 eta_seconds=180.369 bootstraps=322
node=5510/7814 op=repeat seconds=429.998 eta_seconds=179.803 bootstraps=324
node=5520/7814 op=gather seconds=430.562 eta_seconds=178.933 bootstraps=324
node=5530/7814 op=addp seconds=430.808 eta_seconds=177.932 bootstraps=324
node=5540/7814 op=repeat seconds=433.017 eta_seconds=177.74 bootstraps=326
node=5550/7814 op=cheb seconds=433.43 eta_seconds=176.808 bootstraps=326
node=5560/7814 op=mul seconds=433.67 eta_seconds=175.808 bootstraps=326
node=5570/7814 op=gather seconds=433.971 eta_seconds=174.835 bootstraps=326
node=5580/7814 op=mul seconds=434.114 eta_seconds=173.801 bootstraps=326
node=5590/7814 op=scatter seconds=435.978 eta_seconds=173.455 bootstraps=328
node=5600/7814 op=sum seconds=436.219 eta_seconds=172.462 bootstraps=328
node=5610/7814 op=add seconds=436.608 eta_seconds=171.53 bootstraps=328
node=5620/7814 op=repeat seconds=437.088 eta_seconds=170.636 bootstraps=328
node=5630/7814 op=addp seconds=438.219 eta_seconds=169.995 bootstraps=330
node=5640/7814 op=linear_ref seconds=440.233 eta_seconds=169.693 bootstraps=332
node=5650/7814 op=mulp seconds=441.281 eta_seconds=169.014 bootstraps=334
node=5660/7814 op=addp seconds=441.832 eta_seconds=168.146 bootstraps=334
node=5670/7814 op=cheb seconds=443.265 eta_seconds=167.612 bootstraps=336
node=5680/7814 op=cheb seconds=445.354 eta_seconds=167.321 bootstraps=336
node=5690/7814 op=repeat seconds=445.859 eta_seconds=166.433 bootstraps=336
node=5700/7814 op=gather seconds=446.503 eta_seconds=165.598 bootstraps=336
node=5710/7814 op=mulp seconds=448.005 eta_seconds=165.079 bootstraps=338
node=5720/7814 op=mul seconds=448.345 eta_seconds=164.132 bootstraps=338
node=5730/7814 op=scatter seconds=448.611 eta_seconds=163.16 bootstraps=338
node=5740/7814 op=repeat seconds=448.878 eta_seconds=162.19 bootstraps=338
node=5750/7814 op=sum seconds=449.222 eta_seconds=161.251 bootstraps=338
node=5760/7814 op=add seconds=449.605 eta_seconds=160.328 bootstraps=338
node=5770/7814 op=repeat seconds=450.911 eta_seconds=159.733 bootstraps=340
node=5780/7814 op=mul seconds=452.692 eta_seconds=159.304 bootstraps=342
node=5790/7814 op=gather seconds=454.225 eta_seconds=158.783 bootstraps=344
node=5800/7814 op=mul seconds=454.338 eta_seconds=157.765 bootstraps=344
node=5810/7814 op=mul seconds=456.177 eta_seconds=157.346 bootstraps=346
node=5820/7814 op=cheb seconds=456.838 eta_seconds=156.518 bootstraps=346
node=5830/7814 op=addp seconds=457.17 eta_seconds=155.579 bootstraps=346
node=5840/7814 op=scatter seconds=457.952 eta_seconds=154.794 bootstraps=346
node=5850/7814 op=mul seconds=459.21 eta_seconds=154.169 bootstraps=348
node=5860/7814 op=mulp seconds=459.55 eta_seconds=153.236 bootstraps=348
node=5870/7814 op=mul seconds=459.818 eta_seconds=152.28 bootstraps=348
node=5880/7814 op=add seconds=460.048 eta_seconds=151.315 bootstraps=348
node=5890/7814 op=repeat seconds=460.348 eta_seconds=150.375 bootstraps=348
node=5900/7814 op=linear_ref seconds=461.825 eta_seconds=149.819 bootstraps=350
node=5910/7814 op=mulp seconds=462.013 eta_seconds=148.845 bootstraps=350
node=5920/7814 op=sum seconds=463.785 eta_seconds=148.38 bootstraps=352
node=5930/7814 op=gather seconds=465.312 eta_seconds=147.833 bootstraps=354
node=5940/7814 op=mulp seconds=465.427 eta_seconds=146.837 bootstraps=354
node=5950/7814 op=cheb seconds=467.407 eta_seconds=146.428 bootstraps=356
node=5960/7814 op=repeat seconds=467.989 eta_seconds=145.579 bootstraps=356
node=5970/7814 op=addp seconds=468.164 eta_seconds=144.605 bootstraps=356
node=5980/7814 op=gather seconds=468.468 eta_seconds=143.674 bootstraps=356
node=5990/7814 op=add seconds=468.767 eta_seconds=142.743 bootstraps=356
node=6000/7814 op=add seconds=470.335 eta_seconds=142.198 bootstraps=358
node=6010/7814 op=mul seconds=470.702 eta_seconds=141.289 bootstraps=358
node=6020/7814 op=sum seconds=471.01 eta_seconds=140.364 bootstraps=358
node=6030/7814 op=add seconds=471.227 eta_seconds=139.415 bootstraps=358
node=6040/7814 op=mul seconds=472.707 eta_seconds=138.838 bootstraps=360
node=6050/7814 op=gather seconds=473.24 eta_seconds=137.983 bootstraps=360
node=6060/7814 op=addp seconds=474.768 eta_seconds=137.416 bootstraps=362
client_token=1614 logit_margin=0.201377
node=6070/7814 op=addp seconds=476.177 eta_seconds=136.813 bootstraps=364
node=6080/7814 op=gather seconds=477.468 eta_seconds=136.173 bootstraps=364
node=6090/7814 op=cheb seconds=479.285 eta_seconds=135.679 bootstraps=364
node=6100/7814 op=mulp seconds=479.764 eta_seconds=134.806 bootstraps=364
node=6110/7814 op=cheb seconds=480.291 eta_seconds=133.947 bootstraps=364
node=6120/7814 op=mul seconds=480.606 eta_seconds=133.03 bootstraps=364
node=6130/7814 op=gather seconds=480.831 eta_seconds=132.091 bootstraps=364
node=6140/7814 op=add seconds=481.136 eta_seconds=131.176 bootstraps=364
node=6150/7814 op=mul seconds=481.449 eta_seconds=130.265 bootstraps=364
node=6160/7814 op=scatter seconds=482.78 eta_seconds=129.63 bootstraps=366
node=6170/7814 op=mul seconds=483.087 eta_seconds=128.719 bootstraps=366
node=6180/7814 op=mul seconds=483.305 eta_seconds=127.786 bootstraps=366
node=6190/7814 op=mul seconds=483.599 eta_seconds=126.876 bootstraps=366
node=6200/7814 op=cheb seconds=485.096 eta_seconds=126.281 bootstraps=368
node=6210/7814 op=add seconds=486.807 eta_seconds=125.739 bootstraps=370
node=6220/7814 op=linear_ref seconds=488.274 eta_seconds=125.13 bootstraps=372
node=6230/7814 op=mul seconds=488.327 eta_seconds=124.159 bootstraps=372
node=6240/7814 op=cheb seconds=490.229 eta_seconds=123.657 bootstraps=374
node=6250/7814 op=cheb seconds=490.764 eta_seconds=122.809 bootstraps=374
node=6260/7814 op=repeat seconds=491.197 eta_seconds=121.936 bootstraps=374
node=6270/7814 op=mul seconds=491.426 eta_seconds=121.015 bootstraps=374
node=6280/7814 op=add seconds=491.785 eta_seconds=120.127 bootstraps=374
node=6290/7814 op=cheb seconds=492.088 eta_seconds=119.228 bootstraps=374
node=6300/7814 op=add seconds=493.734 eta_seconds=118.653 bootstraps=376
node=6310/7814 op=repeat seconds=494.048 eta_seconds=117.757 bootstraps=376
node=6320/7814 op=sum seconds=494.395 eta_seconds=116.871 bootstraps=376
node=6330/7814 op=add seconds=494.76 eta_seconds=115.991 bootstraps=376
node=6340/7814 op=mul seconds=496.064 eta_seconds=115.331 bootstraps=378
node=6350/7814 op=gather seconds=496.697 eta_seconds=114.514 bootstraps=378
node=6360/7814 op=addp seconds=498.126 eta_seconds=113.88 bootstraps=380
node=6370/7814 op=gather seconds=499.652 eta_seconds=113.265 bootstraps=382
node=6380/7814 op=mul seconds=499.757 eta_seconds=112.328 bootstraps=382
node=6390/7814 op=repeat seconds=502.359 eta_seconds=111.95 bootstraps=384
node=6400/7814 op=cheb seconds=502.746 eta_seconds=111.076 bootstraps=384
node=6410/7814 op=mul seconds=503.039 eta_seconds=110.182 bootstraps=384
node=6420/7814 op=gather seconds=503.409 eta_seconds=109.307 bootstraps=384
node=6430/7814 op=mulp seconds=503.577 eta_seconds=108.39 bootstraps=384
node=6440/7814 op=add seconds=505.198 eta_seconds=107.786 bootstraps=386
node=6450/7814 op=mul seconds=505.482 eta_seconds=106.896 bootstraps=386
node=6460/7814 op=mul seconds=505.9 eta_seconds=106.035 bootstraps=386
node=6470/7814 op=mul seconds=506.238 eta_seconds=105.16 bootstraps=386
node=6480/7814 op=mul seconds=506.736 eta_seconds=104.319 bootstraps=386
node=6490/7814 op=cheb seconds=507.951 eta_seconds=103.625 bootstraps=388
node=6500/7814 op=add seconds=509.721 eta_seconds=103.042 bootstraps=390
node=6510/7814 op=linear_ref seconds=511.123 eta_seconds=102.382 bootstraps=392
node=6520/7814 op=mul seconds=511.174 eta_seconds=101.451 bootstraps=392
node=6530/7814 op=cheb seconds=513.06 eta_seconds=100.884 bootstraps=394
node=6540/7814 op=cheb seconds=513.583 eta_seconds=100.047 bootstraps=394
node=6550/7814 op=repeat seconds=513.908 eta_seconds=99.1724 bootstraps=394
node=6560/7814 op=mul seconds=514.154 eta_seconds=98.2849 bootstraps=394
node=6570/7814 op=add seconds=514.539 eta_seconds=97.4256 bootstraps=394
node=6580/7814 op=mul seconds=514.727 eta_seconds=96.5309 bootstraps=394
node=6590/7814 op=scatter seconds=516.265 eta_seconds=95.8889 bootstraps=396
node=6600/7814 op=repeat seconds=516.743 eta_seconds=95.0493 bootstraps=396
node=6610/7814 op=sum seconds=516.982 eta_seconds=94.1673 bootstraps=396
node=6620/7814 op=add seconds=517.198 eta_seconds=93.2831 bootstraps=396
node=6630/7814 op=mul seconds=518.629 eta_seconds=92.6179 bootstraps=398
node=6640/7814 op=gather seconds=520.036 eta_seconds=91.9461 bootstraps=400
node=6650/7814 op=addp seconds=521.406 eta_seconds=91.2657 bootstraps=402
node=6660/7814 op=gather seconds=522.79 eta_seconds=90.5855 bootstraps=404
node=6670/7814 op=sum seconds=522.851 eta_seconds=89.6764 bootstraps=404
node=6680/7814 op=repeat seconds=525.593 eta_seconds=89.2249 bootstraps=406
node=6690/7814 op=cheb seconds=526.04 eta_seconds=88.381 bootstraps=406
node=6700/7814 op=mul seconds=526.315 eta_seconds=87.5098 bootstraps=406
node=6710/7814 op=mulp seconds=526.831 eta_seconds=86.6799 bootstraps=406
node=6720/7814 op=add seconds=528.343 eta_seconds=86.0129 bootstraps=408
node=6730/7814 op=add seconds=528.677 eta_seconds=85.1538 bootstraps=408
node=6740/7814 op=mul seconds=528.951 eta_seconds=84.2869 bootstraps=408
node=6750/7814 op=mul seconds=529.347 eta_seconds=83.4408 bootstraps=408
node=6760/7814 op=mul seconds=529.701 eta_seconds=82.5895 bootstraps=408
node=6770/7814 op=mul seconds=530.167 eta_seconds=81.7569 bootstraps=408
node=6780/7814 op=cheb seconds=531.376 eta_seconds=81.0388 bootstraps=410
node=6790/7814 op=add seconds=533.198 eta_seconds=80.4116 bootstraps=412
node=6800/7814 op=linear_ref seconds=534.722 eta_seconds=79.7364 bootstraps=414
node=6810/7814 op=cheb seconds=534.833 eta_seconds=78.8506 bootstraps=414
node=6820/7814 op=cheb seconds=536.666 eta_seconds=78.2179 bootstraps=416
node=6830/7814 op=cheb seconds=537.224 eta_seconds=77.398 bootstraps=416
node=6840/7814 op=repeat seconds=537.591 eta_seconds=76.5517 bootstraps=416
node=6850/7814 op=mul seconds=537.837 eta_seconds=75.6897 bootstraps=416
node=6860/7814 op=add seconds=538.207 eta_seconds=74.8469 bootstraps=416
node=6870/7814 op=mul seconds=538.389 eta_seconds=73.9795 bootstraps=416
node=6880/7814 op=scatter seconds=539.958 eta_seconds=73.3025 bootstraps=418
node=6890/7814 op=repeat seconds=540.513 eta_seconds=72.4868 bootstraps=418
node=6900/7814 op=sum seconds=540.866 eta_seconds=71.6452 bootstraps=418
node=6910/7814 op=add seconds=541.2 eta_seconds=70.8024 bootstraps=418
node=6920/7814 op=mul seconds=541.737 eta_seconds=69.9874 bootstraps=418
node=6930/7814 op=gather seconds=543.27 eta_seconds=69.3002 bootstraps=420
node=6940/7814 op=addp seconds=544.701 eta_seconds=68.5978 bootstraps=422
node=6950/7814 op=gather seconds=546.235 eta_seconds=67.906 bootstraps=424
node=6960/7814 op=mul seconds=546.34 eta_seconds=67.0366 bootstraps=424
node=6970/7814 op=repeat seconds=548.542 eta_seconds=66.4231 bootstraps=426
